csv_file,Î»_min,min_train_err,--> test_err
rollout_1.csv,10.0,9.196583845137196,4.559559551991354
rollout_10.csv,6.0,6.293551531105517,5.909653104910071
rollout_11.csv,5.0,6.373282621456084,13.26752870356307
rollout_12.csv,1.0,91.38301681256253,5.748610641147603
rollout_13.csv,3.0,15.435470137459083,7.4682003031508595
rollout_14.csv,9.0,9.804793120829752,3.8006208191019413
rollout_15.csv,9.0,33.472517667737506,4.347193416446328
rollout_16.csv,20.0,33.949931349896026,18.635207015862523
rollout_17.csv,7.0,13.511640514281503,9.390185500536754
rollout_18.csv,40.0,100.59442090935909,113.99931162435816
rollout_19.csv,2.0,94.12739042203772,34.01659781024664
rollout_2.csv,2.0,9.885663528925859,14.262336989934864
rollout_20.csv,6.0,16.64018877144571,17.636145206463265
rollout_21.csv,7.0,26.25804927722242,15.372950069026553
rollout_22.csv,6.0,8.397463405262258,6.97172503205211
rollout_23.csv,10.0,92.89265778749072,41.37751007304798
rollout_24.csv,2.0,64.73335375660663,33.287927538256625
rollout_25.csv,8.0,15.650425852730027,8.193690889393425
rollout_26.csv,20.0,72.78953825143131,34.87646696181976
rollout_27.csv,10.0,25.094933886451507,9.91571055759182
rollout_28.csv,1.0,8.646533834723764,5.276280190312295
rollout_29.csv,60.0,54.6508498187069,14.468407640777007
rollout_3.csv,0.1,46.91598544131311,120.79509589900121
rollout_30.csv,2.0,49.48139691205951,9.649975731985148
rollout_31.csv,6.0,22.37181267123206,9.402059047706652
rollout_32.csv,3.0,21.39118821881348,6.9626163123083336
rollout_33.csv,7.0,69.46150942707729,53.46212793859569
rollout_34.csv,9.0,75.77648280781571,5.711189430256556
rollout_35.csv,2.0,9.817149410933789,8.463898191665942
rollout_36.csv,1.0,39.515058295711746,28.587029797843602
rollout_37.csv,1.0,17.105879216406567,13.216626787870856
rollout_38.csv,8.0,18.209285383606716,11.83243843091102
rollout_39.csv,6.0,42.140197225832814,30.877922543970673
rollout_4.csv,10.0,13.586990257130413,4.337783478668639
rollout_40.csv,1.0,29.06569984874172,9.554512405504179
rollout_41.csv,50.0,47.64790145191176,10.745994192201135
rollout_42.csv,5.0,15.080431622803545,12.26109856297041
rollout_43.csv,4.0,8.520702791570056,5.147896449845954
rollout_44.csv,40.0,28.297400956384788,32.94391106852212
rollout_45.csv,7.0,23.30836663310688,14.041897409922653
rollout_5.csv,3.0,7.849950007209466,5.290446295720179
rollout_6.csv,8.0,13.12915350563056,12.79111604935498
rollout_7.csv,60.0,116.35387700654876,87.33553854967741
rollout_8.csv,6.0,49.146652760559974,23.608562775261664
rollout_9.csv,2.0,73.63281499045789,9.388360661284887
